date,real_high,real_low,pred_high,pred_low
2020-08-07,13.72,13.11,14.707441329956055,13.182202339172363
2020-08-10,13.46,13.07,14.052867889404297,12.535150527954102
2020-08-11,13.33,12.83,14.104082107543945,12.631664276123047
2020-08-12,12.99,12.28,13.697434425354004,12.306177139282227
2020-08-13,12.8,12.36,13.31592845916748,11.947973251342773
2020-08-14,12.63,12.3,13.318470001220703,11.961634635925293
2020-08-17,13.13,12.59,13.41784954071045,12.065095901489258
2020-08-18,13.24,12.83,13.61553955078125,12.257967948913574
2020-08-19,13.08,12.66,13.585826873779297,12.229108810424805
2020-08-20,12.83,12.4,13.447525978088379,12.090319633483887
2020-08-21,12.98,12.65,13.546293258666992,12.175199508666992
2020-08-24,13.14,12.79,13.577250480651855,12.227714538574219
2020-08-25,13.05,12.67,13.662779808044434,12.335884094238281
2020-08-26,12.75,12.1,13.474645614624023,12.153644561767578
2020-08-27,12.31,12.0,13.164835929870605,11.826332092285156
2020-08-28,12.33,12.05,13.273306846618652,11.940093994140625
2020-08-31,12.72,12.3,13.319586753845215,11.987129211425781
2020-09-01,13.35,12.43,13.449861526489258,12.10635757446289
2020-09-02,13.04,12.69,13.976040840148926,12.57660961151123
2020-09-03,12.77,12.42,13.689083099365234,12.314046859741211
2020-09-04,12.85,12.23,13.650534629821777,12.274140357971191
2020-09-07,12.69,12.3,13.82413387298584,12.435223579406738
2020-09-08,12.43,12.1,13.479584693908691,12.12053394317627
2020-09-09,12.13,11.48,13.466236114501953,12.11000919342041
2020-09-10,11.69,10.96,13.021777153015137,11.585095405578613
2020-09-11,11.25,10.81,12.356891632080078,10.972203254699707
2020-09-14,11.51,11.22,12.649080276489258,11.395931243896484
2020-09-15,11.84,11.21,12.825920104980469,11.566655158996582
2020-09-16,11.51,11.17,13.12099838256836,11.797402381896973
2020-09-17,11.48,11.08,12.985039710998535,11.659807205200195
2020-09-18,11.49,11.22,13.009965896606445,11.715607643127441
2020-09-21,11.66,11.44,12.681910514831543,11.522197723388672
2020-09-22,11.49,11.26,12.456847190856934,11.344552993774414
2020-09-23,11.39,11.18,12.135963439941406,11.074716567993164
2020-09-24,11.15,10.78,12.043963432312012,10.995892524719238
2020-09-25,10.9,10.54,11.692572593688965,10.620230674743652
2020-09-28,10.64,10.3,11.478972434997559,10.407490730285645
2020-09-29,10.78,10.4,11.285114288330078,10.222901344299316
2020-09-30,10.73,10.49,11.392937660217285,10.369757652282715
2020-10-09,10.96,10.7,11.371508598327637,10.36237907409668
2020-10-12,11.51,10.95,11.523345947265625,10.516077995300293
2020-10-13,11.5,11.26,11.729756355285645,10.699999809265137
2020-10-14,11.33,11.0,11.79786205291748,10.770236015319824
2020-10-15,11.15,10.93,11.719882011413574,10.695510864257812
2020-10-16,11.05,10.81,11.595827102661133,10.576351165771484
2020-10-19,11.17,10.87,11.527308464050293,10.51656723022461
2020-10-20,10.89,10.62,11.553224563598633,10.552908897399902
2020-10-21,10.89,10.5,11.512903213500977,10.515564918518066
2020-10-22,10.64,10.33,11.3237886428833,10.324897766113281
2020-10-23,10.65,10.32,11.208812713623047,10.21492862701416
2020-10-26,10.28,10.09,11.053513526916504,10.089922904968262
2020-10-27,10.24,10.02,10.864569664001465,9.925481796264648
2020-10-28,10.21,9.92,10.810494422912598,9.88404655456543
2020-10-29,10.19,9.88,10.736687660217285,9.818970680236816
2020-10-30,10.24,9.85,10.755041122436523,9.842546463012695
2020-11-02,9.85,9.41,10.56987190246582,9.661834716796875
2020-11-03,10.13,9.49,10.28148078918457,9.38689136505127
2020-11-04,10.15,9.9,10.541829109191895,9.643078804016113
2020-11-05,10.61,9.97,10.686766624450684,9.768543243408203
2020-11-06,10.65,10.34,10.955102920532227,9.978768348693848
2020-11-09,10.82,10.5,11.00252628326416,10.022342681884766
2020-11-10,10.56,10.2,11.11581802368164,10.126632690429688
2020-11-11,10.26,9.95,10.948259353637695,9.987214088439941
2020-11-12,10.16,9.88,10.662365913391113,9.712013244628906
2020-11-13,10.01,9.7,10.565032005310059,9.645146369934082
2020-11-16,10.09,9.9,10.571354866027832,9.661686897277832
2020-11-17,10.03,9.82,10.61257553100586,9.70601749420166
2020-11-18,10.07,9.89,10.55654525756836,9.65613079071045
2020-11-19,10.02,9.82,10.550475120544434,9.652750015258789
2020-11-20,10.35,9.98,10.566479682922363,9.671772003173828
2020-11-23,10.49,10.2,10.79317569732666,9.86279010772705
2020-11-24,10.32,10.12,10.858210563659668,9.919560432434082
2020-11-25,10.45,10.16,10.854389190673828,9.92326831817627
2020-11-26,10.29,10.03,10.872060775756836,9.947858810424805
2020-11-27,10.12,9.95,10.739174842834473,9.825615882873535
2020-11-30,10.18,9.94,10.666914939880371,9.75804615020752
2020-12-01,10.03,9.92,10.655840873718262,9.75234603881836
2020-12-02,10.99,9.96,10.65202808380127,9.75185775756836
2020-12-03,11.88,11.01,11.269840240478516,10.240227699279785
2020-12-04,11.67,10.6,11.771698951721191,10.645980834960938
2020-12-07,11.85,11.15,11.983658790588379,10.852800369262695
2020-12-08,11.35,10.88,11.923660278320312,10.814187049865723
2020-12-09,11.2,10.6,11.83061408996582,10.73265552520752
2020-12-10,11.68,10.51,11.441118240356445,10.3142671585083
2020-12-11,12.76,11.41,12.104129791259766,10.927355766296387
2020-12-14,12.2,11.6,12.60220718383789,11.418082237243652
,0.0,0.0,12.517041206359863,11.362489700317383
