date,real_high,real_low,pred_high,pred_low
2019-12-04,9.21,8.98,9.622384071350098,8.769225120544434
2019-12-05,10.11,9.12,9.731715202331543,8.85922908782959
2019-12-06,9.81,9.51,10.228034973144531,9.265898704528809
2019-12-09,10.4,9.62,10.374845504760742,9.389988899230957
2019-12-10,11.11,9.91,10.736501693725586,9.68619441986084
2019-12-11,11.08,10.6,10.91278076171875,9.819167137145996
2019-12-12,11.04,10.5,11.102029800415039,9.96274471282959
2019-12-13,10.85,10.28,11.029084205627441,9.931413650512695
2019-12-16,10.63,10.4,10.82736873626709,9.775035858154297
2019-12-17,11.08,10.53,10.950852394104004,9.91628646850586
2019-12-18,11.31,10.72,11.183013916015625,10.092392921447754
2019-12-19,11.38,11.0,11.318646430969238,10.167232513427734
2019-12-20,11.24,10.7,11.241964340209961,10.11298656463623
2019-12-23,10.67,10.23,11.139127731323242,10.051580429077148
2019-12-24,10.68,10.35,10.80778980255127,9.74419116973877
2019-12-25,11.2,10.37,10.959325790405273,9.93231201171875
2019-12-26,11.17,10.85,11.210564613342285,10.101633071899414
2019-12-27,11.03,10.58,11.277436256408691,10.14258861541748
2019-12-30,11.06,10.31,11.0780668258667,9.992812156677246
2019-12-31,10.95,10.67,11.107934951782227,10.062212944030762
2020-01-02,11.03,10.74,11.086979866027832,10.067997932434082
2020-01-03,11.41,10.99,11.348650932312012,10.25924015045166
2020-01-06,11.08,10.8,11.421630859375,10.296217918395996
2020-01-07,11.14,10.91,11.435186386108398,10.315887451171875
2020-01-08,11.1,10.68,11.482050895690918,10.386825561523438
2020-01-09,10.96,10.75,11.267852783203125,10.236507415771484
2020-01-10,11.01,10.8,11.3855619430542,10.359782218933105
2020-01-13,10.97,10.54,11.49848747253418,10.479330062866211
2020-01-14,11.02,10.72,11.534412384033203,10.526959419250488
2020-01-15,10.83,10.58,11.396981239318848,10.405858039855957
2020-01-16,10.73,10.38,11.30378532409668,10.33485221862793
2020-01-17,10.5,10.18,11.139016151428223,10.184896469116211
2020-01-20,10.02,9.42,11.020819664001465,10.075756072998047
2020-01-21,10.05,9.71,10.602741241455078,9.653402328491211
2020-01-22,9.92,9.41,10.451227188110352,9.522578239440918
2020-01-23,9.93,9.28,10.444602012634277,9.55005168914795
2020-02-03,8.56,8.56,10.230847358703613,9.342591285705566
2020-02-04,8.46,7.7,9.906269073486328,9.027641296386719
2020-02-05,8.77,8.19,9.780732154846191,8.9224214553833
2020-02-06,8.63,8.32,9.635661125183105,8.796445846557617
2020-02-07,8.65,8.38,9.66154956817627,8.798787117004395
2020-02-10,8.75,8.48,9.632227897644043,8.768573760986328
2020-02-11,9.27,8.79,9.62197494506836,8.75949478149414
2020-02-12,9.01,8.66,9.652718544006348,8.778857231140137
2020-02-13,9.16,8.87,9.699573516845703,8.810096740722656
2020-02-14,9.43,8.87,9.753378868103027,8.858190536499023
2020-02-17,9.61,9.16,9.773188591003418,8.87462043762207
2020-02-18,9.84,9.45,10.076047897338867,9.12917423248291
2020-02-19,10.79,9.61,10.278486251831055,9.308039665222168
2020-02-20,11.09,10.33,10.679204940795898,9.633779525756836
2020-02-21,10.93,10.48,10.932697296142578,9.846790313720703
2020-02-24,11.35,10.52,10.888066291809082,9.784785270690918
2020-02-25,11.28,10.3,11.12896728515625,9.996196746826172
2020-02-26,12.25,11.11,11.06918716430664,9.963532447814941
2020-02-27,11.49,10.6,11.133977890014648,10.024177551269531
2020-02-28,10.45,9.79,11.130715370178223,10.033470153808594
2020-03-02,10.36,9.85,10.711709976196289,9.638768196105957
2020-03-03,10.67,10.09,10.701562881469727,9.680341720581055
2020-03-04,10.37,9.96,10.912518501281738,9.883068084716797
2020-03-05,10.72,10.28,10.886232376098633,9.869184494018555
2020-03-06,10.65,10.14,10.922403335571289,9.916799545288086
2020-03-09,11.0,10.11,10.938576698303223,9.949126243591309
2020-03-10,11.79,10.31,11.11829948425293,10.093189239501953
2020-03-11,12.12,10.91,11.574165344238281,10.435330390930176
2020-03-12,11.37,10.49,11.497617721557617,10.355409622192383
2020-03-13,11.81,10.58,11.572175025939941,10.45240592956543
2020-03-16,11.88,10.41,11.659810066223145,10.569454193115234
2020-03-17,10.89,9.88,11.240100860595703,10.129377365112305
2020-03-18,10.58,9.91,10.943501472473145,9.870440483093262
2020-03-19,10.36,9.75,10.709922790527344,9.688423156738281
2020-03-20,10.34,10.0,10.794142723083496,9.798205375671387
2020-03-23,9.93,9.1,10.742637634277344,9.765734672546387
2020-03-24,9.47,8.86,10.375045776367188,9.414556503295898
2020-03-25,9.72,9.46,10.275012016296387,9.34821891784668
2020-03-26,9.63,9.31,10.322850227355957,9.421032905578613
2020-03-27,9.54,9.2,10.1329345703125,9.254855155944824
2020-03-30,9.08,8.7,10.107138633728027,9.22329330444336
2020-03-31,9.16,8.89,9.826242446899414,8.967358589172363
2020-04-01,9.1,8.86,9.79887580871582,8.947739601135254
2020-04-02,9.18,8.8,9.755680084228516,8.908308029174805
2020-04-03,9.29,9.01,9.869453430175781,8.999262809753418
2020-04-07,9.35,9.08,9.795489311218262,8.937215805053711
2020-04-08,9.57,9.2,9.932145118713379,9.048850059509277
2020-04-09,10.3,9.43,10.123323440551758,9.195405960083008
2020-04-10,9.92,9.34,10.663164138793945,9.630552291870117
2020-04-13,9.3,9.07,10.25876235961914,9.302583694458008
2020-04-14,9.28,9.14,9.87163257598877,8.992003440856934
2020-04-15,9.34,9.17,9.877739906311035,9.0119047164917
2020-04-16,9.22,9.03,9.84893798828125,8.98563289642334
2020-04-17,9.31,9.08,9.801593780517578,8.944239616394043
2020-04-20,9.3,9.09,9.77412223815918,8.917967796325684
2020-04-21,9.34,9.16,9.882923126220703,9.000992774963379
2020-04-22,9.33,9.13,9.917975425720215,9.0277099609375
2020-04-23,9.34,9.05,9.899025917053223,9.019598007202148
2020-04-24,9.16,8.81,9.736482620239258,8.88380241394043
2020-04-27,9.58,9.11,9.604620933532715,8.763526916503906
2020-04-28,9.12,8.46,9.845804214477539,8.961390495300293
2020-04-29,8.92,8.61,9.611815452575684,8.7684907913208
2020-04-30,8.99,8.73,9.367326736450195,8.544758796691895
2020-05-06,9.82,9.1,9.572366714477539,8.726752281188965
2020-05-07,10.69,9.82,10.198420524597168,9.253028869628906
2020-05-08,10.3,9.83,10.32335376739502,9.340239524841309
2020-05-11,10.03,9.65,10.609696388244629,9.584617614746094
2020-05-12,9.93,9.5,10.55487060546875,9.547246932983398
2020-05-13,9.73,9.56,10.255057334899902,9.302170753479004
2020-05-14,10.12,9.61,10.176114082336426,9.250788688659668
2020-05-15,10.12,9.73,10.530503273010254,9.553475379943848
2020-05-18,10.44,9.91,10.525498390197754,9.553945541381836
2020-05-19,10.8,9.92,10.722557067871094,9.724315643310547
2020-05-20,10.54,10.14,10.916236877441406,9.845391273498535
2020-05-21,10.31,9.87,10.808271408081055,9.777950286865234
2020-05-22,10.21,9.81,10.577071189880371,9.582225799560547
2020-05-25,9.94,9.5,10.515718460083008,9.560893058776855
2020-05-26,9.75,9.6,10.251107215881348,9.34007453918457
2020-05-27,9.78,9.48,10.323676109313965,9.42277717590332
2020-05-28,9.53,9.15,10.194767951965332,9.310115814208984
2020-05-29,9.43,9.23,10.08892822265625,9.199657440185547
2020-06-01,10.35,9.78,10.092230796813965,9.18606948852539
2020-06-02,11.39,10.77,10.6218843460083,9.623628616333008
2020-06-03,12.53,11.55,10.852458953857422,9.811141014099121
2020-06-04,12.7,11.82,11.338923454284668,10.176645278930664
2020-06-05,12.12,11.62,11.440788269042969,10.245410919189453
2020-06-08,12.54,11.86,11.503495216369629,10.33206844329834
2020-06-09,12.98,11.7,11.61782169342041,10.441594123840332
2020-06-10,12.83,12.11,11.830326080322266,10.614916801452637
2020-06-11,12.9,12.25,11.861069679260254,10.655217170715332
2020-06-12,12.32,11.77,11.801530838012695,10.614740371704102
2020-06-15,12.05,11.16,11.845308303833008,10.662261962890625
2020-06-16,12.33,11.35,11.35683536529541,10.192984580993652
2020-06-17,13.46,12.39,11.888025283813477,10.707225799560547
2020-06-18,14.39,13.04,12.471078872680664,11.162606239318848
2020-06-19,15.83,14.49,13.348592758178711,11.865884780883789
2020-06-22,16.45,14.51,14.558380126953125,12.95108699798584
2020-06-23,16.37,14.57,14.972472190856934,13.385354042053223
2020-06-24,16.08,15.15,15.81319522857666,14.116353034973145
2020-06-29,16.28,14.66,16.89076042175293,15.126408576965332
2020-06-30,16.95,15.91,17.32973861694336,15.568004608154297
2020-07-01,16.15,15.27,17.50006866455078,15.751290321350098
2020-07-02,17.36,15.48,17.57190704345703,15.838801383972168
2020-07-03,17.0,16.3,17.635507583618164,15.937053680419922
2020-07-06,18.1,16.31,17.640628814697266,15.943867683410645
2020-07-07,19.19,17.51,17.66002655029297,15.972139358520508
2020-07-08,18.04,16.68,17.658662796020508,15.9715576171875
2020-07-09,18.07,17.04,17.645069122314453,15.955418586730957
2020-07-10,17.32,16.75,17.59619140625,15.90336799621582
2020-07-13,17.29,16.5,17.42813491821289,15.716153144836426
2020-07-14,17.74,16.8,17.541973114013672,15.847506523132324
2020-07-15,18.87,17.12,17.539806365966797,15.846627235412598
2020-07-16,17.78,16.97,17.619401931762695,15.929980278015137
2020-07-17,15.84,15.27,17.259611129760742,15.553475379943848
2020-07-20,15.5,13.96,16.387792587280273,14.740129470825195
2020-07-21,15.15,14.5,15.806167602539062,14.2096586227417
2020-07-22,14.98,14.35,15.880937576293945,14.284031867980957
2020-07-23,14.38,13.28,15.776556015014648,14.094647407531738
2020-07-24,14.18,12.68,15.294977188110352,13.494743347167969
2020-07-27,13.12,12.56,14.794048309326172,13.04927921295166
2020-07-28,13.2,12.64,14.383728981018066,12.701554298400879
2020-07-29,13.77,12.66,13.782120704650879,12.279650688171387
2020-07-30,13.58,13.2,13.812040328979492,12.374672889709473
2020-07-31,13.55,13.08,13.621883392333984,12.231414794921875
2020-08-03,14.3,13.37,13.767093658447266,12.36573600769043
2020-08-04,13.98,13.56,14.59113597869873,13.101717948913574
2020-08-05,14.31,13.83,13.968692779541016,12.545818328857422
2020-08-06,14.05,13.6,14.59176254272461,13.077606201171875
